content,score,at,sentiment,clean_content
"Mantap 👍 fotonya cocok banget dijadiin stiker lucu 😄 Pose kamu lagi mikir + tangan di dagu, ini tipe pose yang gampang jadi meme/stiker WA. Aku kasih cara khusus dari foto kamu ya. 😆 Ide Stiker Lucu dari Foto Ini Dari ekspresi kamu, ini beberapa konsep yang cocok: ✅ “Lagi mikir keras” ✅ “Hmm… boleh juga” ✅ “Nunggu jawaban” ✅ “Otak loading…” ✅ “Serius tapi santai” Tinggal tambah tulisan → langsung jadi stiker viral di grup 😂 📱 Cara Edit Jadi Stiker (Step by Step) Pakai (Paling gampang",1,2026-05-12 02:56:17.000000,negatif,mantap fotonya cocok banget dijadiin stiker lucu pose mikir tangan dagu tipe pose gampang memestiker wa kasih khusus foto ya ide stiker lucu foto ekspresi konsep cocok mikir keras hmm nunggu otak loading serius santai tinggal tulisan langsung stiker viral grup edit stiker step by step pakai gampang
bagus sih cuman gabisa dipake untuk soal olimpiade misalnya chriptarithm atau yg laen gabisa ini,3,2026-05-17 03:12:06.000000,netral,bagus sih cuman gabisa dipake olimpiade chriptarithm yg laen gabisa
bagus,5,2026-05-15 10:14:33.000000,positif,bagus
mantap,3,2026-05-15 19:54:36.000000,netral,mantap
yess Sangat bagus,5,2026-05-14 17:30:40.000000,positif,yess bagus
tidak bisa menggambar,1,2026-05-14 02:56:30.000000,negatif,tidak menggambar
cakepp,5,2026-05-15 02:39:44.000000,positif,cakepp
Nice,3,2026-05-12 17:48:19.000000,netral,nice
aplikasi ini biasa saja untuk belajar,3,2026-05-18 03:40:27.563182,netral,aplikasi belajar
bagus untuk belajar mandiri,5,2026-05-18 03:40:27.563182,positif,bagus belajar mandiri
membantu,5,2026-05-12 13:51:26.000000,positif,membantu
belum nyoba yaudah sih gitu aja,5,2026-05-14 13:33:19.000000,positif,belum nyoba yaudah sih gitu aja
good,5,2026-05-12 14:04:39.000000,positif,good
karena kurang cepat,3,2026-05-16 23:59:30.000000,netral,kurang cepat
GPT istimewa,5,2026-05-13 03:39:48.000000,positif,gpt istimewa
mantab dan sangat berguna,5,2026-05-13 01:20:37.000000,positif,mantab berguna
"Salah satu fitur favorit ku di chat gpt adalah fitur memori, dan akses data memori ke chat baru. Tapi semakin update, bukannya semakin bagus malah semakin koreng. Udah mah kapasitasnya sempit, Ai juga gak mampu akses informasi memori secara penuh dan baik, padahal belum 100% penuh memorinya. Dan terkadang pembahasan Ai nya itu selalu mengurangi apa yang telah disampaikan oleh pengguna, padahal masih berada dalam satu sesi obrolan yang sama.",3,2026-05-15 01:16:36.000000,netral,salah fitur favorit ku chat gpt fitur memori akses data memori chat update bagus koreng udah mah kapasitasnya sempit ai gak akses informasi memori penuh belum penuh memorinya terkadang pembahasan ai nya mengurangi pengguna sesi obrolan
bagus,3,2026-05-13 14:17:12.000000,netral,bagus
kadang ga nyambung beberapa tidak akurat,3,2026-05-12 06:01:49.000000,netral,kadang ga nyambung tidak akurat
sangat membantu,5,2026-05-15 16:42:24.000000,positif,membantu
"Aplikasinya cukup bagus hanya saja ada fitur bayar jika ingin jwbnya lebih cepat dan batas unggah foto hnya sedikit jika ingin lebih bnyk harus tingkatkan ke pro ATAU PLUS kadang benar jawabannya kadang salah. kadang jawabanku benar disalahin, tolong perbaiki lebih bagus kedepannya agar ya download nya juga tidak merasa kecewa. maaf aku kasih ranting 3 SEKIAN DAN TERIMAKASIH🙏",3,2026-05-15 22:28:32.000000,netral,aplikasinya bagus fitur bayar jwbnya cepat batas unggah foto hnya bnyk tingkatkan pro plus kadang jawabannya kadang salah kadang jawabanku disalahin tolong perbaiki bagus kedepannya ya download nya tidak kecewa maaf kasih ranting sekian terimakasih
berguna buat ngedit,3,2026-05-15 15:21:05.000000,netral,berguna ngedit
mempermudah,5,2026-05-13 09:10:59.000000,positif,mempermudah
bagusssssss mantapppppp🤩🤩👏🏼👏🏼,5,2026-05-14 14:03:51.000000,positif,bagusssssss mantapppppp
GK bisa buat vidio,1,2026-05-16 05:34:22.000000,negatif,gk vidio
mantap,5,2026-05-12 11:11:39.000000,positif,mantap
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
"saya pengguna baru, jadi bintang 3 dulu ya.",3,2026-05-16 13:42:26.000000,netral,pengguna bintang ya
selalu eror anj apaan ai nih,1,2026-05-16 17:33:59.000000,negatif,eror anj ai nih
"kesel bgt sama chatgpt yang sekarang, mudah lupa, kaku, ngga asik dan cepet limit, balikin chatgpt kaya dulu lagi!",3,2026-05-15 14:22:25.000000,netral,kesel bgt chatgpt mudah lupa kaku ngga asik cepet limit balikin chatgpt kaya
ok,5,2026-05-16 07:32:45.000000,positif,ok
gpt tolol tpi asik,2,2026-05-15 15:22:47.000000,negatif,gpt tolol tpi asik
bagus aja,5,2026-05-13 10:43:35.000000,positif,bagus aja
bagussss !,5,2026-05-13 12:07:24.000000,positif,bagussss
sangat memuaskan,5,2026-05-14 01:33:38.000000,positif,memuaskan
ga bisa nampilin gambar 👎,3,2026-05-14 09:59:10.000000,netral,ga nampilin gambar
ga becus si alan di suruh mna yg di kasih tau mna kek p a o k2 OOT X,1,2026-05-17 03:05:26.000000,negatif,ga becus si alan suruh mna yg kasih tau mna kek p a o k oot x
sekarang gpt ada iklannya,3,2026-05-12 22:51:31.000000,netral,gpt iklannya
aku mau lebih cepat memberikan gambar atau foto,3,2026-05-16 23:11:10.000000,netral,cepat gambar foto
hasil nya bagus banget,5,2026-05-14 16:41:08.000000,positif,hasil nya bagus banget
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
"gabisa login jir padahal wi-fi kenceng buat apk lain juga aman, loading mulu",1,2026-05-14 09:39:23.000000,negatif,gabisa login jir wifi kenceng apk aman loading mulu
sangat membantu,5,2026-05-17 01:16:15.000000,positif,membantu
bagus dan banyak mambantu,5,2026-05-15 08:13:04.000000,positif,bagus mambantu
keren,3,2026-05-13 12:03:10.000000,netral,keren
top bgt,5,2026-05-12 19:14:37.000000,positif,top bgt
sangat bagus,5,2026-05-12 06:37:36.000000,positif,bagus
keren,5,2026-05-16 14:39:42.000000,positif,keren
"kesel bgt sama chatgpt yang sekarang, mudah lupa, kaku, ngga asik dan cepet limit, balikin chatgpt kaya dulu lagi!",3,2026-05-15 14:22:25.000000,netral,kesel bgt chatgpt mudah lupa kaku ngga asik cepet limit balikin chatgpt kaya
SANGAT MEMBANTUU🥰,5,2026-05-13 07:44:33.000000,positif,membantuu
"bagus, suka banget. tapi juga ada satu bug yang bikin aku harus uninstall dan instal lagi. dan alsannya karena masalah jaringan padahal aku cuma keluar aplikasi dan kembali ke aplikasi cpt lagi dan peringatan nya tetap",3,2026-05-14 14:01:06.000000,netral,bagus suka banget bug bikin uninstall instal alsannya jaringan aplikasi aplikasi cpt peringatan nya
mantap pollllll,3,2026-05-14 11:15:36.000000,netral,mantap pollllll
belum terlalu sering digunakan,3,2026-05-18 03:40:27.563182,netral,belum
ga tau kenapa kok gambar yang sebenarnya ga melanggar pedoman tapi di bilang melanggar pedoman,1,2026-05-17 03:09:44.000000,negatif,ga tau gambar ga melanggar pedoman bilang melanggar pedoman
"chatgpt sangat bagus dan jawaban nya jelas, walaupun kadang agak meleset, tapi ini aplikasi bagus, menurut ku ai terbaik selain grok, dan Gemini, dola buang aja",5,2026-05-15 09:35:31.000000,positif,chatgpt bagus nya kadang meleset aplikasi bagus ku ai terbaik grok gemini dola buang aja
ok,5,2026-05-14 11:21:43.000000,positif,ok
klo nedit terllu AI,3,2026-05-11 22:19:27.000000,netral,klo nedit terllu ai
bagussss,5,2026-05-15 13:01:58.000000,positif,bagussss
kurang abdet saya lebih dahulu tau informasi daripada aplikasi ini,1,2026-05-12 11:52:55.000000,negatif,kurang abdet tau informasi aplikasi
sangat membantu untuk mengerjakan tugas,5,2026-05-12 12:02:45.000000,positif,membantu tugas
ada batas nya,2,2026-05-14 02:55:19.000000,negatif,batas nya
ini sii baguss tpi ada yangkurang,3,2026-05-16 06:40:01.000000,netral,sii baguss tpi yangkurang
bagus,3,2026-05-11 23:18:14.000000,netral,bagus
"sekarang limitnya jadi 10 chat per 5 jam. bagusan limit perhari aja susah kalo perjam kayak gitu mana dikit banget, lama bgt. dikira bahas soal 10 chat aja cukup?",1,2026-05-12 20:18:15.000000,negatif,limitnya chat jam bagusan limit perhari aja susah kalo perjam kayak gitu dikit banget bgt bahas chat aja
oke sih,3,2026-05-12 13:14:00.000000,netral,oke sih
"pay to know,disuru buat gambar lama sekali nya selesai malah jelek,udh gitu kadang gambar nya ada kesalahan",1,2026-05-15 18:20:50.000000,negatif,pay to knowdisuru gambar nya selesai jelekudh gitu kadang gambar nya kesalahan
BAGUSSSS BANGET MEMBANTUUUU,5,2026-05-15 14:01:54.000000,positif,bagussss banget membantuuuu
banyak update tapi sering bug lolllll,1,2026-05-13 14:40:20.000000,negatif,update bug lolllll
"AI Paling Dongo, udah berlangganan masih sering error, apa apaan itu, mana di suruh buat link unduhan buat download gambar nya malah di buat 1 foto dengan 4 layout + 1 screenshoot-an link 1 - 3, norak bangett",2,2026-05-16 11:36:54.000000,negatif,ai dongo udah berlangganan error suruh link unduhan download gambar nya foto layout screenshootan link norak bangett
jawabannya lumayan,3,2026-05-18 03:40:27.563182,netral,jawabannya lumayan
gak bisa edit foto,1,2026-05-13 05:22:49.000000,negatif,gak edit foto
"udah diupgrade dan bagus bet dan kalo disuruh nggambar suruh nulis yg kecil"" real g ubah hurufnya, detail banget. cuma 1 kekurangan kalo udah disuruh nggambar kalo dilanjutin ngobrol malah respon gambar mulu+masalahnya ada pas disuruh nggambar gagal terus alasan masalah prompt ke3 terlalu mirip bla bla bla, kalo disuruh nggambar mirip gimana? itu tugas tolong segera diperbaiki",3,2026-05-15 08:01:26.000000,netral,udah diupgrade bagus bet kalo disuruh nggambar suruh nulis yg real g ubah hurufnya detail banget kekurangan kalo udah disuruh nggambar kalo dilanjutin ngobrol respon gambar mulumasalahnya pas disuruh nggambar gagal alasan prompt bla bla bla kalo disuruh nggambar gimana tugas tolong diperbaiki
semoga Aplikasi ini bisa membantu,3,2026-05-11 17:07:34.000000,netral,semoga aplikasi membantu
😎keren😎😎,5,2026-05-13 01:50:53.000000,positif,keren
bagus,5,2026-05-17 00:14:52.000000,positif,bagus
"setiap update pasti selalu ada kendala kalau mau bikin/kirim gambar, ga di update malah lemot.",2,2026-05-11 23:28:48.000000,negatif,update kendala bikinkirim gambar ga update lemot
wajah gak bisa sama. mungkin yg berbayar baru bisa,3,2026-05-16 08:09:20.000000,netral,wajah gak yg berbayar
kalo bisa mengedit Poto harus bagus ya😊🙏,3,2026-05-12 11:02:20.000000,netral,kalo mengedit poto bagus ya
jawabannya salah dan membingungkan,1,2026-05-18 03:40:27.563182,negatif,jawabannya salah membingungkan
jawabannya lumayan,3,2026-05-18 03:40:27.563182,netral,jawabannya lumayan
"ai nya lucu wok , random banget jadi teman seharian gw jir karna gw...... introvert sih 🥹",5,2026-05-16 12:43:03.000000,positif,ai nya lucu wok random banget teman seharian gw jir karna gw introvert sih
"biasa aja, kadang ngaco",3,2026-05-12 09:04:55.000000,netral,aja kadang ngaco
"Salah satu fitur favorit ku di chat gpt adalah fitur memori, dan akses data memori ke chat baru. Tapi semakin update, bukannya semakin bagus malah semakin koreng. Udah mah kapasitasnya sempit, Ai juga gak mampu akses informasi memori secara penuh dan baik, padahal belum 100% penuh memorinya. Dan terkadang pembahasan Ai nya itu selalu mengurangi apa yang telah disampaikan oleh pengguna, padahal masih berada dalam satu sesi obrolan yang sama.",3,2026-05-15 01:16:36.000000,netral,salah fitur favorit ku chat gpt fitur memori akses data memori chat update bagus koreng udah mah kapasitasnya sempit ai gak akses informasi memori penuh belum penuh memorinya terkadang pembahasan ai nya mengurangi pengguna sesi obrolan
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
fitur sering bermasalah,1,2026-05-18 03:40:27.563182,negatif,fitur bermasalah
gpt tolol tpi asik,2,2026-05-15 15:22:47.000000,negatif,gpt tolol tpi asik
ada batas nya,2,2026-05-14 02:55:19.000000,negatif,batas nya
bagus🫡,5,2026-05-12 15:51:20.000000,positif,bagus
sangat bagus,5,2026-05-13 08:08:38.000000,positif,bagus
mantap,3,2026-05-15 21:12:01.000000,netral,mantap
kata² kadang blink²,2,2026-05-12 16:19:03.000000,negatif,kadang blink
pembuatan gambar agak lama,2,2026-05-12 11:57:43.000000,negatif,pembuatan gambar
kurang akurat untuk tugas kuliah,1,2026-05-18 03:40:27.563182,negatif,kurang akurat tugas kuliah
suka kasih jawaban yang tidak cocok,1,2026-05-12 12:15:29.000000,negatif,suka kasih tidak cocok
bagus,5,2026-05-14 10:57:31.000000,positif,bagus
berguna.. namun sayang limited sedikit,5,2026-05-15 01:45:33.000000,positif,berguna sayang limited
"rekaman suara tidak muncul, mungkin karena pembatasan aplikasinya atau sistem android",1,2026-05-16 03:22:36.000000,negatif,rekaman suara tidak muncul pembatasan aplikasinya sistem android
baguss,5,2026-05-12 08:51:28.000000,positif,baguss
sangat Membantu,5,2026-05-14 14:53:10.000000,positif,membantu
seru,1,2026-05-15 02:54:39.000000,negatif,seru
"kali ini aku bikin jadi bintang 2. Karena udah 3 kali Kejadian udah chatan panjang lebar, Seru, Terus udah sekitar sebulan ga chat lagi langsung ilang filenya/obrolannya. giliran yang chatnya dikit doang ga ilang gimana si, kecewa bgt",2,2026-05-13 16:33:17.000000,negatif,kali bikin bintang udah kali kejadian udah chatan lebar seru udah sebulan ga chat langsung ilang filenyaobrolannya giliran chatnya dikit doang ga ilang gimana si kecewa bgt
mantap,3,2026-05-15 19:54:36.000000,netral,mantap
top bgt,5,2026-05-12 15:51:19.000000,positif,top bgt
saldo google play kok gak nambah di aplikasi ini. padahal cek di play storenya udah nambah,1,2026-05-15 13:39:26.000000,negatif,saldo google play gak nambah aplikasi cek play storenya udah nambah
saya kecewa,2,2026-05-16 14:40:31.000000,negatif,kecewa
duh kenapa ka ini apanya kok habis update malah jadi lag trus ngerti gitu ngak diupdate kirain makin ngebut malah jadi parah gini,1,2026-05-12 13:26:03.000000,negatif,duh ka apanya habis update lag trus ngerti gitu ngak diupdate kirain ngebut parah gini
lambat gk sesuai,1,2026-05-13 08:53:54.000000,negatif,lambat gk sesuai
jelek bagusan dri website,1,2026-05-12 03:41:31.000000,negatif,jelek bagusan dri website
kerenn,3,2026-05-12 21:05:04.000000,netral,kerenn
jawaban mlenceng,1,2026-05-12 19:22:28.000000,negatif,mlenceng
ai nya pelupa pikun!,1,2026-05-15 08:56:57.000000,negatif,ai nya pelupa pikun
"programan tidak bagus, asal membuat sebuah jawaban, padahal dari jawaban tersebut udah gw jelasin menggunakan cakupan yang lebih luas, dan program tidak menerima hal tersebut. tolong perbaiki",1,2026-05-16 11:48:49.000000,negatif,programan tidak bagus udah gw jelasin cakupan luas program tidak menerima tolong perbaiki
bagus namun lambat saat meminta gambar,3,2026-05-15 03:36:37.000000,netral,bagus lambat gambar
fitur sering bermasalah,1,2026-05-18 03:40:27.563182,negatif,fitur bermasalah
fitur sering bermasalah,1,2026-05-18 03:40:27.563182,negatif,fitur bermasalah
mantap sekali ini aplikasi sangat membantu buat edit menu jualan dll,5,2026-05-15 12:32:15.000000,positif,mantap aplikasi membantu edit menu jualan dll
mantap,3,2026-05-15 21:12:01.000000,netral,mantap
jelek,1,2026-05-13 02:26:41.000000,negatif,jelek
"maaf,tapi kok kalo penggunaan gratis buat gambar cuma bisa 1 sampai 2 kali buat gambar. setelah itu tidak bisa lagi. saya kecewa sih, padahal bagus bagus aja tapi terlalu pelit minimal bisa sampe 25 gambar batasnya kek AI lain.",1,2026-05-12 02:07:36.000000,negatif,maaftapi kalo penggunaan gratis gambar kali gambar tidak kecewa sih bagus bagus aja pelit minimal sampe gambar batasnya kek ai
keren,5,2026-05-12 01:40:23.000000,positif,keren
lebih bagusan gemini asli klo buat edit foto okelah tapi buat jawaban mereka lebih suka menyangkal ketimbang ngasih data lebih baik,1,2026-05-14 16:03:49.000000,negatif,bagusan gemini asli klo edit foto okelah suka menyangkal ketimbang ngasih data
good,5,2026-05-14 12:24:19.000000,positif,good
kasih tutorial cara hapusnya nanti baru aku kasih bintang 5,3,2026-05-14 19:19:19.000000,netral,kasih tutorial hapusnya kasih bintang
"kesel bgt sama chatgpt yang sekarang, mudah lupa, kaku, ngga asik dan cepet limit, balikin chatgpt kaya dulu lagi!",3,2026-05-15 14:22:25.000000,netral,kesel bgt chatgpt mudah lupa kaku ngga asik cepet limit balikin chatgpt kaya
pengerjaannya cepat tidak lama sih,3,2026-05-15 11:57:19.000000,netral,pengerjaannya cepat tidak sih
yang aku inginkan gak bisa,1,2026-05-12 05:41:22.000000,negatif,gak
sangat bermanfaat sekali untuk belajar,5,2026-05-14 01:51:37.000000,positif,bermanfaat belajar
"sekarang limitnya jadi 10 chat per 5 jam. bagusan limit perhari aja susah kalo perjam kayak gitu mana dikit banget, lama bgt. dikira bahas soal 10 chat aja cukup?",1,2026-05-12 20:18:15.000000,negatif,limitnya chat jam bagusan limit perhari aja susah kalo perjam kayak gitu dikit banget bgt bahas chat aja
gampang ngeleg,2,2026-05-12 06:51:33.000000,negatif,gampang ngeleg
bagus,5,2026-05-13 03:13:03.000000,positif,bagus
kalian kalo mau donglot ini daftar dulu lalu yah tinggal pake hasilnya lumayan memuaskan,5,2026-05-12 04:07:29.000000,positif,kalo donglot daftar yah tinggal pake hasilnya lumayan memuaskan
kebanyakan atri generator jadi lama nunggu..,1,2026-05-16 06:33:52.000000,negatif,kebanyakan atri generator nunggu
lama banget respon,3,2026-05-16 14:52:18.000000,netral,banget respon
"apaansi, makin kikir kek capcut gajelas, baru nanya dikit padahal tiba2 udh dapet limit, kurang canggih lagi fak makin gjls",2,2026-05-17 02:31:51.000000,negatif,apaansi kikir kek capcut gajelas nanya dikit udh dapet limit kurang canggih fak gjls
"buat stiker zalo yang comel@-kaa`_🧜‍♀️୧˚:Gambar yang diunggah tolong buat gambar bergaya stiker Gista menggunakan wajah yang imut tanpa mengubah foto menggunakan foto asli. Latar belakang bersih dan sederhana. total ada 16 exspresi beragam: tertawa, mengantuk, bingung, sedang makan, cemberut, exspresi lucu, dan lain-lain. setiap exspresi tambahkan teks bahasa Indonesia yang imut, misalnya: lagi kesel!, hmmm..., love you! capekkk, wow hahahaa..., mantap!!!, eh yaa..!!, achoo!, mlem mlem~, marah!",2,2026-05-15 11:21:03.000000,negatif,stiker zalo comelkaagambar diunggah tolong gambar bergaya stiker gista wajah imut mengubah foto foto asli latar bersih sederhana total exspresi beragam tertawa mengantuk bingung makan cemberut exspresi lucu lainlain exspresi tambahkan teks bahasa indonesia imut kesel hmmm love you capekkk wow hahahaa mantap eh yaa achoo mlem mlem marah
tidak buruk tapi belum sempurna,3,2026-05-18 03:40:27.563182,netral,tidak buruk belum sempurna
pengerjaannya cepat tidak lama sih,3,2026-05-15 11:57:19.000000,netral,pengerjaannya cepat tidak sih
belum akurat,3,2026-05-13 11:29:57.000000,netral,belum akurat
ui nya gak keluar saat di chat,1,2026-05-15 05:52:42.000000,negatif,ui nya gak chat
udah bagus lah tapi kalau mau ngerjakan tugas foto tau video agak lama jadi tunggu nya harus per menit menit developer harus update lagi supaya foto nya langsung bisa tidak tunggu lama lagi,5,2026-05-11 15:24:33.000000,positif,udah bagus ngerjakan tugas foto tau video tunggu nya menit menit developer update foto nya langsung tidak tunggu
sangat membantu,5,2026-05-13 13:55:33.000000,positif,membantu
siiiip mantap,5,2026-05-14 12:26:33.000000,positif,siiiip mantap
tolol,1,2026-05-12 08:02:48.000000,negatif,tolol
oke,5,2026-05-15 03:05:07.000000,positif,oke
"Salah satu fitur favorit ku di chat gpt adalah fitur memori, dan akses data memori ke chat baru. Tapi semakin update, bukannya semakin bagus malah semakin koreng. Udah mah kapasitasnya sempit, Ai juga gak mampu akses informasi memori secara penuh dan baik, padahal belum 100% penuh memorinya. Dan terkadang pembahasan Ai nya itu selalu mengurangi apa yang telah disampaikan oleh pengguna, padahal masih berada dalam satu sesi obrolan yang sama.",3,2026-05-15 01:16:36.000000,netral,salah fitur favorit ku chat gpt fitur memori akses data memori chat update bagus koreng udah mah kapasitasnya sempit ai gak akses informasi memori penuh belum penuh memorinya terkadang pembahasan ai nya mengurangi pengguna sesi obrolan
sangat bagus,5,2026-05-12 06:34:29.000000,positif,bagus
"aplikasi bagus, sangat membantu sekali buat iklan jualan ku dll",5,2026-05-14 12:57:24.000000,positif,aplikasi bagus membantu iklan jualan ku dll
bagus,5,2026-05-16 08:01:30.000000,positif,bagus
"aplikasi tolol, kurang cerdas banyak eror",1,2026-05-16 04:05:14.000000,negatif,aplikasi tolol kurang cerdas eror
keren lah,4,2026-05-15 06:04:14.000000,positif,keren
jawaban kadang tidak sesuai,1,2026-05-18 03:40:27.563182,negatif,kadang tidak sesuai
coba dulu,3,2026-05-12 15:29:10.000000,netral,coba
sangat bagus,3,2026-05-13 06:20:20.000000,netral,bagus
bagus sih cuman gabisa dipake untuk soal olimpiade misalnya chriptarithm atau yg laen gabisa ini,3,2026-05-17 03:12:06.000000,netral,bagus sih cuman gabisa dipake olimpiade chriptarithm yg laen gabisa
sangat bagus,5,2026-05-12 05:54:14.000000,positif,bagus
"kok lama lama makin banyak bug sih? sinyal lancar jaya tapi setiap ngirim pesan lama buanget, gw tunggu"" malah ad tulisan ""berhenti"" malah dijawab yang singkat gk nyambung cuihh, gw hapus ni apk lama-lama🤬",2,2026-05-12 05:38:14.000000,negatif,bug sih sinyal lancar jaya ngirim pesan buanget gw tunggu ad tulisan berhenti singkat gk nyambung cuihh gw hapus ni apk lamalama
kurang akurat untuk tugas kuliah,1,2026-05-18 03:40:27.563182,negatif,kurang akurat tugas kuliah
kerenn,3,2026-05-12 21:05:04.000000,netral,kerenn
"aplikasinya super seruu dan lucu juga klo diajak ngobrol, dan fitur²jga baguss tapii aku mau request dongg, munculin fitur transfer biar org² bisa kasih tip gituu ke ai nyaa pasti bakal makin seruu kan,tapii aku ga maksaa koo tanpa fitur itu chatgpt tetep baguss bgtt",5,2026-05-14 20:38:03.000000,positif,aplikasinya super seruu lucu klo diajak ngobrol fiturjga baguss tapii request dongg munculin fitur transfer biar org kasih tip gituu ai nyaa seruu kantapii ga maksaa koo fitur chatgpt tetep baguss bgtt
Nice,3,2026-05-12 17:48:19.000000,netral,nice
good,5,2026-05-14 03:54:36.000000,positif,good
tidak sesuai update update nya burik jir karena selalu ngejek pas di ejek lagi malah gak tau di salin langsung tau,1,2026-05-15 15:00:32.000000,negatif,tidak sesuai update update nya burik jir ngejek pas ejek gak tau salin langsung tau
kwalitas terbaik,5,2026-05-16 01:58:40.000000,positif,kwalitas terbaik
belum akurat,3,2026-05-13 11:29:57.000000,netral,belum akurat
keren,4,2026-05-14 14:16:36.000000,positif,keren
fiturnya standar,3,2026-05-18 03:40:27.563182,netral,fiturnya standar
abis diupdate kok keluar sendiri sih nyesel ngeupdate,1,2026-05-14 06:24:41.000000,negatif,abis diupdate sih nyesel ngeupdate
Mohon bisa upload foto sepuasnya padahal sangat bermanfaat ( Please can you upload unlimited photos even though it is very useful ),4,2026-05-16 05:46:06.000000,positif,mohon upload foto sepuasnya bermanfaat please can you upload unlimited photos even though it is very useful
mantap,5,2026-05-15 17:38:48.000000,positif,mantap
"anjay banget si,bagus tapi kadang kesel banget,kalo dia gak ngikutin peraturan",3,2026-05-12 05:45:04.000000,netral,anjay banget sibagus kadang kesel bangetkalo gak ngikutin peraturan
"aplikasi bodoh, gak guna. Informasi salah dan tidak benar",1,2026-05-12 13:24:32.000000,negatif,aplikasi bodoh gak informasi salah tidak
sangat membantu,2,2026-05-16 04:53:08.000000,negatif,membantu
"apk nya bagusss bangett apapun bisa di editin, tapi proses nya lumayan lama, butuh waktu bbrpa menit, tapii hasilnya bagus banget akuu sukaa😘😻",5,2026-05-16 13:27:51.000000,positif,apk nya bagusss bangett apapun editin proses nya lumayan butuh bbrpa menit tapii hasilnya bagus banget akuu sukaa
bagus,5,2026-05-15 05:07:48.000000,positif,bagus
sangat membantu,5,2026-05-13 15:58:55.000000,positif,membantu
banyak bug kayak gua bikin AU dan ceritanya udah mantap tiba tiba ngeulang dari awal atau dari setengahnya dan itu bikin gua malas banget,1,2026-05-12 14:56:20.000000,negatif,bug kayak gua bikin au ceritanya udah mantap ngeulang setengahnya bikin gua malas banget
banyak update tapi sering bug lolllll,1,2026-05-13 14:40:20.000000,negatif,update bug lolllll
sangat membantu ka,5,2026-05-13 10:27:12.000000,positif,membantu ka
pengalaman penggunaan cukup normal,3,2026-05-18 03:40:27.563182,netral,pengalaman penggunaan normal
Aplikasinya jelek banget sih Padahal udah masuk tapi aku gak Bisa dipake😡😤😡😤😡😤,1,2026-05-15 06:49:32.000000,negatif,aplikasinya jelek banget sih udah masuk gak dipake
banyak limitnya,1,2026-05-12 12:52:15.000000,negatif,limitnya
"Mantap 👍 fotonya cocok banget dijadiin stiker lucu 😄 Pose kamu lagi mikir + tangan di dagu, ini tipe pose yang gampang jadi meme/stiker WA. Aku kasih cara khusus dari foto kamu ya. 😆 Ide Stiker Lucu dari Foto Ini Dari ekspresi kamu, ini beberapa konsep yang cocok: ✅ “Lagi mikir keras” ✅ “Hmm… boleh juga” ✅ “Nunggu jawaban” ✅ “Otak loading…” ✅ “Serius tapi santai” Tinggal tambah tulisan → langsung jadi stiker viral di grup 😂 📱 Cara Edit Jadi Stiker (Step by Step) Pakai (Paling gampang",1,2026-05-12 02:56:17.000000,negatif,mantap fotonya cocok banget dijadiin stiker lucu pose mikir tangan dagu tipe pose gampang memestiker wa kasih khusus foto ya ide stiker lucu foto ekspresi konsep cocok mikir keras hmm nunggu otak loading serius santai tinggal tulisan langsung stiker viral grup edit stiker step by step pakai gampang
mantapp mennn,5,2026-05-14 02:03:18.000000,positif,mantapp mennn
mantap,5,2026-05-14 16:47:41.000000,positif,mantap
"pay to know,disuru buat gambar lama sekali nya selesai malah jelek,udh gitu kadang gambar nya ada kesalahan",1,2026-05-15 18:20:50.000000,negatif,pay to knowdisuru gambar nya selesai jelekudh gitu kadang gambar nya kesalahan
"padahal jaringan bagus buat unduh gambar, malah tulisannya ""tidak ada koneksi tidak bisa mengunduh"" kalau gk salah gitu, malah gk bisa unduh padahal apknya bagus. tapi minusnya ya itu tadi",3,2026-05-12 13:06:26.000000,netral,jaringan bagus unduh gambar tulisannya tidak koneksi tidak mengunduh gk salah gitu gk unduh apknya bagus minusnya ya
suka,5,2026-05-15 04:08:29.000000,positif,suka
bagusssss,3,2026-05-13 15:00:32.000000,netral,bagusssss
lumayan,3,2026-05-13 17:17:28.000000,netral,lumayan
ga tau kenapa kok gambar yang sebenarnya ga melanggar pedoman tapi di bilang melanggar pedoman,1,2026-05-17 03:09:44.000000,negatif,ga tau gambar ga melanggar pedoman bilang melanggar pedoman
sangat membantu,5,2026-05-15 13:01:48.000000,positif,membantu
nice,5,2026-05-13 08:34:02.000000,positif,nice
bagus,5,2026-05-15 05:57:32.000000,positif,bagus
sangat bagus,5,2026-05-15 03:20:09.000000,positif,bagus
bagus,5,2026-05-12 10:06:43.000000,positif,bagus
bagus tapi ada batasan,3,2026-05-15 04:29:01.000000,netral,bagus batasan
lama banget respon,3,2026-05-16 14:52:18.000000,netral,banget respon
"bagus, suka banget. tapi juga ada satu bug yang bikin aku harus uninstall dan instal lagi. dan alsannya karena masalah jaringan padahal aku cuma keluar aplikasi dan kembali ke aplikasi cpt lagi dan peringatan nya tetap",3,2026-05-14 14:01:06.000000,netral,bagus suka banget bug bikin uninstall instal alsannya jaringan aplikasi aplikasi cpt peringatan nya
sangat bermanfaat bagi guru,5,2026-05-14 02:05:31.000000,positif,bermanfaat guru
