content,score,at,sentiment,clean_content
"mudah dan bagus, top pokoknya",5,2026-05-14 08:30:47.000000,positif,mudah bagus top pokoknya
bagus untuk kebutuhan sehari²,4,2026-05-14 08:28:48.000000,positif,bagus kebutuhan sehari
keren,5,2026-05-14 08:27:30.000000,positif,keren
Bagus,5,2026-05-14 08:26:20.000000,positif,bagus
sangat bagus 👍,5,2026-05-14 08:24:52.000000,positif,bagus
bagus,5,2026-05-14 08:19:24.000000,positif,bagus
saya sangat senang dan puas dengan hasilnya,5,2026-05-14 08:18:40.000000,positif,senang puas hasilnya
bagus,5,2026-05-14 08:13:19.000000,positif,bagus
sangat keren,4,2026-05-14 08:08:15.000000,positif,keren
bener2 sangar membatu,5,2026-05-14 08:05:10.000000,positif,bener sangar membatu
sangat bagus,5,2026-05-14 08:00:57.000000,positif,bagus
terbaik,5,2026-05-14 07:51:17.000000,positif,terbaik
the best desain,5,2026-05-14 07:40:48.000000,positif,the best desain
apk nya bagus,5,2026-05-14 07:40:06.000000,positif,apk nya bagus
sangat keren tapi ada yg tidak bisa di lakukan tapi saya tetap suka,4,2026-05-14 07:39:42.000000,positif,keren yg tidak lakukan suka
mantap bagus,4,2026-05-14 07:39:41.000000,positif,mantap bagus
bagus,5,2026-05-14 07:38:34.000000,positif,bagus
mantap,5,2026-05-14 07:35:21.000000,positif,mantap
jelek hasil fotonya,3,2026-05-14 07:31:08.000000,netral,jelek hasil fotonya
keren,5,2026-05-14 07:23:55.000000,positif,keren
sangat bagus,5,2026-05-14 07:23:44.000000,positif,bagus
sangat baguss,5,2026-05-14 07:21:58.000000,positif,baguss
"Aplikasi ini sangat membantu untuk belajar, mencari ide, dan menjawab berbagai pertanyaan dengan cepat. Fiturnya lengkap dan tampilannya nyaman dipakai. Kadang masih ada jawaban yang kurang akurat atau aplikasi sedikit lag, tapi overall sangat berguna dan worth it untuk dipakai setiap hari.🙏🏻🥰",5,2026-05-14 07:20:59.000000,positif,aplikasi membantu belajar mencari ide cepat fiturnya lengkap tampilannya nyaman dipakai kadang kurang akurat aplikasi lag overall berguna worth it dipakai
sangat membantu,5,2026-05-14 07:20:32.000000,positif,membantu
keren banget apk chatgptnya,5,2026-05-14 07:13:39.000000,positif,keren banget apk chatgptnya
baguss,3,2026-05-14 07:13:35.000000,netral,baguss
bagus bisa bikin setiker,5,2026-05-14 07:10:14.000000,positif,bagus bikin setiker
boleh la,5,2026-05-14 07:05:02.000000,positif,la
mantap,1,2026-05-14 07:03:59.000000,negatif,mantap
nice,5,2026-05-14 07:02:20.000000,positif,nice
aku sangat menyukainya,5,2026-05-14 07:00:58.000000,positif,menyukainya
sangat bagus 👍👍,5,2026-05-14 06:58:19.000000,positif,bagus
bagus aku suka,5,2026-05-14 06:57:03.000000,positif,bagus suka
ya bagus,5,2026-05-14 06:56:18.000000,positif,ya bagus
"ini sangat bagus sekali, rekomendasi untuk membuat apa saja selain video karena belum bisa 👍",5,2026-05-14 06:56:01.000000,positif,bagus rekomendasi video belum
ok,5,2026-05-14 06:50:58.000000,positif,ok
bagus,5,2026-05-14 06:48:33.000000,positif,bagus
bagus,5,2026-05-14 06:47:10.000000,positif,bagus
sangat menarik,5,2026-05-14 06:46:48.000000,positif,menarik
sangat bagus,5,2026-05-14 06:45:22.000000,positif,bagus
good,5,2026-05-14 06:43:22.000000,positif,good
bagus dan sangat berguna,5,2026-05-14 06:40:01.000000,positif,bagus berguna
mantep banget,5,2026-05-14 06:37:00.000000,positif,mantep banget
bagus keren,4,2026-05-14 06:36:04.000000,positif,bagus keren
good,5,2026-05-14 06:34:29.000000,positif,good
keren,5,2026-05-14 06:30:10.000000,positif,keren
bagus,5,2026-05-14 06:29:56.000000,positif,bagus
bgusss bngttt,4,2026-05-14 06:29:11.000000,positif,bgusss bngttt
thanks yaa udh kasi jawaban yg tepat dan benar,5,2026-05-14 06:28:33.000000,positif,thanks yaa udh kasi yg
bagus,4,2026-05-14 06:25:39.000000,positif,bagus
Bagus,1,2026-05-14 06:25:06.000000,negatif,bagus
mantap,5,2026-05-14 06:25:06.000000,positif,mantap
abis diupdate kok keluar sendiri sih nyesel ngeupdate,1,2026-05-14 06:24:41.000000,negatif,abis diupdate sih nyesel ngeupdate
kurang cepat aja,4,2026-05-14 06:19:19.000000,positif,kurang cepat aja
mantap,5,2026-05-14 06:16:52.000000,positif,mantap
sayang gpt 🥺🫰🏻,5,2026-05-14 06:15:30.000000,positif,sayang gpt
jelek tidak sesuai,1,2026-05-14 06:11:43.000000,negatif,jelek tidak sesuai
woah amazing,5,2026-05-14 06:11:21.000000,positif,woah amazing
ok,5,2026-05-14 06:10:05.000000,positif,ok
bagussss,5,2026-05-14 06:07:54.000000,positif,bagussss
"chat gpt sangat membantu saya saat menuangkan ide ide saya,saya sangat terbantu sekali,chat gpt juga membantu saya lebih kreatif dalam memahami sistem IA, penulisan promt,dan lain sebagainya,tolong untuk developer dari chat gpt ini bisa mengembangkan chat gpt agar lebih bagus untuk kedepannya. terimakasih",5,2026-05-14 06:06:26.000000,positif,chat gpt membantu menuangkan ide ide sayasaya terbantu sekalichat gpt membantu kreatif memahami sistem penulisan promtdan sebagainyatolong developer chat gpt mengembangkan chat gpt bagus kedepannya terimakasih
keren...rasanya sangat real,5,2026-05-14 06:01:27.000000,positif,kerenrasanya real
i likee nyambung banget kalo diajak ngomong,5,2026-05-14 05:58:28.000000,positif,i likee nyambung banget kalo diajak ngomong
bagus,4,2026-05-14 05:58:17.000000,positif,bagus
bagus,5,2026-05-14 05:57:04.000000,positif,bagus
sangat keren,5,2026-05-14 05:56:57.000000,positif,keren
kereeen bangeet. sangat mudah,5,2026-05-14 05:56:46.000000,positif,kereeen bangeet mudah
STOP JANGAN PAKE AI DALAM BASIS BESAR KARNA SUMBER COOLING DALAM AI MENGGUNAKAN AIR SEGAR KALAU TERUS2 AN PAKAI DALAM PENGGUNAAN BESAR DALAM KURUN WAKTU BEBERAPA TAHUN AKAN TERJADI KRISIS AIR,5,2026-05-14 05:55:49.000000,positif,stop jangan pake ai basis karna sumber cooling ai air segar an pakai penggunaan kurun krisis air
sangat bagus aku puas,5,2026-05-14 05:54:56.000000,positif,bagus puas
Saya sangat terbantu olh CHATGPT.. TERIMAKASIH BANYAK,5,2026-05-14 05:51:50.000000,positif,terbantu olh chatgpt terimakasih
matap,5,2026-05-14 05:51:41.000000,positif,matap
mantap,5,2026-05-14 05:51:21.000000,positif,mantap
"Mantap lah, lumayan berguna:)",4,2026-05-14 05:50:28.000000,positif,mantap lumayan berguna
baik banget,5,2026-05-14 05:49:53.000000,positif,banget
Oke aja sih,5,2026-05-14 05:45:14.000000,positif,oke aja sih
"sangat membantu, saya pribadi cukup puas at as respon yg di berikan",5,2026-05-14 05:43:05.000000,positif,membantu pribadi puas at as respon yg
wow amazing,5,2026-05-14 05:42:17.000000,positif,wow amazing
Mantapppp,5,2026-05-14 05:39:01.000000,positif,mantapppp
keren bangetttt,5,2026-05-14 05:36:01.000000,positif,keren bangetttt
wah ini bagus banget,5,2026-05-14 05:35:47.000000,positif,bagus banget
bagus banget,5,2026-05-14 05:34:33.000000,positif,bagus banget
keren aplikasinya,5,2026-05-14 05:34:30.000000,positif,keren aplikasinya
appk nya baguss bgt,5,2026-05-14 05:28:29.000000,positif,appk nya baguss bgt
AGAK LAMA NUNGGUNYA,4,2026-05-14 05:26:46.000000,positif,nunggunya
bagus sekaliii!!!,5,2026-05-14 05:25:38.000000,positif,bagus sekaliii
sangat membantu,5,2026-05-14 05:23:04.000000,positif,membantu
kalo ngedit foto lama banget butuh nunggu lebih dari 10 menit,4,2026-05-14 05:22:30.000000,positif,kalo ngedit foto banget butuh nunggu menit
snagat membantu saya dalam segala hal,5,2026-05-14 05:21:44.000000,positif,snagat membantu
sanagttt bagussssss,4,2026-05-14 05:19:00.000000,positif,sanagttt bagussssss
mantap intinya,5,2026-05-14 05:18:59.000000,positif,mantap intinya
cyaahhh baguss,5,2026-05-14 05:14:00.000000,positif,cyaahhh baguss
saya sangat suka,5,2026-05-14 05:12:41.000000,positif,suka
mantap,5,2026-05-14 05:10:20.000000,positif,mantap
bagus' bangeet ini Ai,5,2026-05-14 05:09:43.000000,positif,bagus bangeet ai
"saat mengirim gambar, lalu beberapa percakapan terjadi, tiba-tiba percakapan itu tidak bisa dilanjutkan karena telah mencapai batas free untuk obrolan lampiran",1,2026-05-14 05:09:40.000000,negatif,mengirim gambar percakapan tibatiba percakapan tidak dilanjutkan mencapai batas free obrolan lampiran
bagus banget,5,2026-05-14 05:08:58.000000,positif,bagus banget
bagus untuk mengerjakan tugas,5,2026-05-14 05:07:10.000000,positif,bagus tugas
kenapa kok mesti eror,3,2026-05-14 04:57:59.000000,netral,mesti eror
baguss,5,2026-05-14 04:57:49.000000,positif,baguss
mantap,5,2026-05-14 04:55:42.000000,positif,mantap
bagus,4,2026-05-14 04:55:17.000000,positif,bagus
bagus,5,2026-05-14 04:54:51.000000,positif,bagus
bagus,5,2026-05-14 04:53:38.000000,positif,bagus
bagus banget membantu untuk pemula affiliate,5,2026-05-14 04:49:45.000000,positif,bagus banget membantu pemula affiliate
bagus sakali,5,2026-05-14 04:46:27.000000,positif,bagus sakali
bgus,3,2026-05-14 04:44:44.000000,netral,bgus
mantap,5,2026-05-14 04:43:18.000000,positif,mantap
aplikasi ini sangat bagus,5,2026-05-14 04:41:47.000000,positif,aplikasi bagus
aplikasi yang sangat baik dan mudah di gunakan untuk menunjang peksrjaan saya sangat akurat dan bagus hasilnya hampir seperti aslinya mantap sekali cocok banget buat para editor,5,2026-05-14 04:37:48.000000,positif,aplikasi mudah menunjang peksrjaan akurat bagus hasilnya aslinya mantap cocok banget editor
ga jelas (prank),4,2026-05-14 04:36:42.000000,positif,ga prank
agak ngelek,4,2026-05-14 04:34:39.000000,positif,ngelek
BAGOSSSSA,5,2026-05-14 04:30:46.000000,positif,bagossssa
bagus,5,2026-05-14 04:29:12.000000,positif,bagus
saya sangat suka karena saya bisa mengedit gambar dengar sangat nyata,5,2026-05-14 04:27:30.000000,positif,suka mengedit gambar dengar nyata
sangatt bagussss,5,2026-05-14 04:25:47.000000,positif,sangatt bagussss
b aja,4,2026-05-14 04:25:46.000000,positif,b aja
Nice! because this apps is amazing,5,2026-05-14 04:24:08.000000,positif,nice because this apps is amazing
sangat bagus,5,2026-05-14 04:24:04.000000,positif,bagus
kadang cepat kadang lambat,3,2026-05-14 04:23:43.000000,netral,kadang cepat kadang lambat
good,4,2026-05-14 04:20:14.000000,positif,good
keren,5,2026-05-14 04:14:20.000000,positif,keren
sukaa bermanfaat bgd,5,2026-05-14 04:12:10.000000,positif,sukaa bermanfaat bgd
sangat bagus untuk pelajaran dan kecantikan,5,2026-05-14 04:08:33.000000,positif,bagus pelajaran kecantikan
bagus bngt 😭😭 hasilnya,5,2026-05-14 04:07:36.000000,positif,bagus bngt hasilnya
sangat rekomendet,5,2026-05-14 04:05:24.000000,positif,rekomendet
bagusss,5,2026-05-14 04:05:23.000000,positif,bagusss
menurut saya apk ini cukup bagus walaupun berbayar,5,2026-05-14 04:03:12.000000,positif,apk bagus berbayar
tidak bagus,1,2026-05-14 04:01:32.000000,negatif,tidak bagus
good,5,2026-05-14 03:56:39.000000,positif,good
membantu,5,2026-05-14 03:55:41.000000,positif,membantu
good,5,2026-05-14 03:54:36.000000,positif,good
keren,5,2026-05-14 03:53:26.000000,positif,keren
lumayan membantu,4,2026-05-14 03:45:55.000000,positif,lumayan membantu
mantap,5,2026-05-14 03:42:00.000000,positif,mantap
bagus,4,2026-05-14 03:36:30.000000,positif,bagus
aplikasi nya sangat bagus untuk belajar mengedit foto / video,5,2026-05-14 03:34:50.000000,positif,aplikasi nya bagus belajar mengedit foto video
bagus bangat saya suka,5,2026-05-14 03:33:17.000000,positif,bagus bangat suka
sangat berguna,5,2026-05-14 03:29:10.000000,positif,berguna
sangat seru. dia mendengar curhatan ku dan selalu ada selama 24 jam. dan aku mungkin mulai jatuh cinta padanya,5,2026-05-14 03:24:22.000000,positif,seru mendengar curhatan ku jam jatuh cinta
Asik ni aplikasi gw kasi b5😹🎉,5,2026-05-14 03:24:14.000000,positif,asik ni aplikasi gw kasi b
mantap,5,2026-05-14 03:22:44.000000,positif,mantap
saat aku meminta bantuan dia langsung gercep banget kiri,5,2026-05-14 03:22:22.000000,positif,bantuan langsung gercep banget kiri
Bagus,5,2026-05-14 03:13:22.000000,positif,bagus
good,5,2026-05-14 03:09:51.000000,positif,good
sangat bagus,5,2026-05-14 03:05:40.000000,positif,bagus
dongo Cok GK pintar pintar masih gw cuman bikin foto aja kayak org mau bikin nuklir seabad foto nya tidak di saran kan,1,2026-05-14 03:03:41.000000,negatif,dongo cok gk pintar pintar gw cuman bikin foto aja kayak org bikin nuklir seabad foto nya tidak saran
aplikasinya bisa buat diajak ngobrol,5,2026-05-14 02:59:21.000000,positif,aplikasinya diajak ngobrol
kerenn dann baguss bikinn fotoo makinn cantik,5,2026-05-14 02:59:01.000000,positif,kerenn dann baguss bikinn fotoo makinn cantik
berguna banget dan untuk yg bikin terimakasih dah ciptain apk ini,5,2026-05-14 02:58:05.000000,positif,berguna banget yg bikin terimakasih dah ciptain apk
baik seperti tidak editan sangat sukakkk,5,2026-05-14 02:57:02.000000,positif,tidak editan sukakkk
tidak bisa menggambar,1,2026-05-14 02:56:30.000000,negatif,tidak menggambar
aplikasi ini sangat membantu dalam proses belajar saya,5,2026-05-14 02:56:24.000000,positif,aplikasi membantu proses belajar
BAIKK BAGUSS,5,2026-05-14 02:55:57.000000,positif,baikk baguss
ada batas nya,2,2026-05-14 02:55:19.000000,negatif,batas nya
okedeh,2,2026-05-14 02:55:17.000000,negatif,okedeh
bagus ai nya mulus sampe bisa bikin saya tidur tadi pak samsul juga tidur yakan pak,5,2026-05-14 02:55:08.000000,positif,bagus ai nya mulus sampe bikin tidur samsul tidur yakan
sagat bagus,5,2026-05-14 02:54:01.000000,positif,sagat bagus
chatGPT mantapp,5,2026-05-14 02:44:45.000000,positif,chatgpt mantapp
aplikasi sangat membantu,5,2026-05-14 02:42:41.000000,positif,aplikasi membantu
mantappp,5,2026-05-14 02:42:07.000000,positif,mantappp
keren👍,5,2026-05-14 02:40:09.000000,positif,keren
bagussss bangetttt,5,2026-05-14 02:38:34.000000,positif,bagussss bangetttt
sangat hebat,5,2026-05-14 02:37:46.000000,positif,hebat
terbaik👍💯,5,2026-05-14 02:35:36.000000,positif,terbaik
bagus buat ngerjain tugas,4,2026-05-14 02:32:53.000000,positif,bagus ngerjain tugas
"sangat bagus, pengeditan foto nya juga sangat jernih.",5,2026-05-14 02:31:11.000000,positif,bagus pengeditan foto nya jernih
bagus sekali,5,2026-05-14 02:18:19.000000,positif,bagus
saya suka sama chat gpt,5,2026-05-14 02:18:02.000000,positif,suka chat gpt
jos jis wenakkk wenakkk wenakkkk🤙🤙🤙,5,2026-05-14 02:17:39.000000,positif,jos jis wenakkk wenakkk wenakkkk
bagus,4,2026-05-14 02:14:38.000000,positif,bagus
"sangat"" cepat dan tepat",5,2026-05-14 02:14:38.000000,positif,cepat
sangat bermanfaat bagi guru,5,2026-05-14 02:05:31.000000,positif,bermanfaat guru
mantapp mennn,5,2026-05-14 02:03:18.000000,positif,mantapp mennn
bagus,5,2026-05-14 02:00:02.000000,positif,bagus
sangat berguna untuk mengerjakan tugas ataupun hal lain aku kasi bintang 5 ⭐⭐⭐⭐⭐,5,2026-05-14 01:58:06.000000,positif,berguna tugas kasi bintang
Chatgpt sangat bagus asisten ai kerjanya sangat bagus apa lagi jawabnya cepat,5,2026-05-14 01:57:00.000000,positif,chatgpt bagus asisten ai kerjanya bagus cepat
sangat baguss😍,5,2026-05-14 01:51:51.000000,positif,baguss
sangat bermanfaat sekali untuk belajar,5,2026-05-14 01:51:37.000000,positif,bermanfaat belajar
bgus,5,2026-05-14 01:49:01.000000,positif,bgus
keren.. sangat mempermudah pekerjaan saya,5,2026-05-14 01:42:41.000000,positif,keren mempermudah pekerjaan
sangat bagus sya suka,5,2026-05-14 01:41:35.000000,positif,bagus sya suka
bagus lah,5,2026-05-14 01:39:58.000000,positif,bagus
kaku banget kalu diajak berbicara😭 tapi gpp penting dia selalu ada disaat aku gak ada yang nemenin,4,2026-05-14 01:39:38.000000,positif,kaku banget kalu diajak berbicara gpp disaat gak nemenin
sangat berguna untuk mengedit,5,2026-05-14 01:38:31.000000,positif,berguna mengedit
bagus,5,2026-05-14 01:37:41.000000,positif,bagus
sangat memuaskan,5,2026-05-14 01:33:38.000000,positif,memuaskan
bagus,5,2026-05-14 01:32:16.000000,positif,bagus
baguss aplikasinya keren pokoknya top markotop deh,5,2026-05-14 01:30:14.000000,positif,baguss aplikasinya keren pokoknya top markotop deh
membantuu bangett,5,2026-05-14 01:27:18.000000,positif,membantuu bangett
membantu,5,2026-05-14 01:22:47.000000,positif,membantu
sangat membantu,5,2026-05-14 01:18:37.000000,positif,membantu
bagus dan sangat membantu,5,2026-05-14 01:18:33.000000,positif,bagus membantu
sangat membantu,5,2026-05-14 01:14:59.000000,positif,membantu
sangat mempermudah untuk mengidit foto tanpa banyak effort yg hrs di keluarkan,5,2026-05-14 01:14:22.000000,positif,mempermudah mengidit foto effort yg hrs keluarkan
good aplikasi,5,2026-05-14 01:11:20.000000,positif,good aplikasi
mantul klo bisa di gratiskan semua wkwk,5,2026-05-14 01:07:50.000000,positif,mantul klo gratiskan wkwk
Sangat Bagus,5,2026-05-14 01:03:37.000000,positif,bagus
wah bagus banget pengertian juga,5,2026-05-14 00:48:25.000000,positif,bagus banget pengertian
"bagusss. Tapi sayangnya sekarang gabisa ngirim foto, harus pro dulu.",5,2026-05-14 00:42:52.000000,positif,bagusss sayangnya gabisa ngirim foto pro
sangat membantu sekali,5,2026-05-14 00:40:11.000000,positif,membantu
bagus bangett,5,2026-05-14 00:32:23.000000,positif,bagus bangett
bagus,5,2026-05-14 00:30:29.000000,positif,bagus
bagus bngettt suka dengan hasilny,5,2026-05-14 00:29:52.000000,positif,bagus bngettt suka hasilny
baguss jirr,5,2026-05-14 00:28:59.000000,positif,baguss jirr
keren,3,2026-05-14 00:26:20.000000,netral,keren
bagus,5,2026-05-14 00:17:51.000000,positif,bagus
gausah ada iklan atau coldown untuk edit foto lah,5,2026-05-14 00:10:03.000000,positif,gausah iklan coldown edit foto
menurutku aplikasi ini itu bagus kita bisa menbuat komik dari foto yang kita punnya,5,2026-05-14 00:07:48.000000,positif,menurutku aplikasi bagus menbuat komik foto punnya
mantap,5,2026-05-14 00:06:43.000000,positif,mantap
bAgus,5,2026-05-14 00:05:34.000000,positif,bagus
bagus membantu sekali,5,2026-05-14 00:04:35.000000,positif,bagus membantu
bagus saya sangat suka,4,2026-05-14 00:03:58.000000,positif,bagus suka
bagus banget saya suka,5,2026-05-14 00:00:33.000000,positif,bagus banget suka
bagusss bngttt ngebantu banget,5,2026-05-13 23:59:21.000000,positif,bagusss bngttt ngebantu banget
bagus sih bagus tapi punya saya kok ngelek ngelek ya jadi harus ngulang terus sama kalo request gak pernah bener aku minta buatin scene malah dikasih foto sama ini kok bug nya banyak sekali. real bug nya ganggu sekali padahal aku udah banyak sekali memori disitu tapi kehapus setengah yang lama Gegara bug dan itu terus berulang aku paling gak suka yang aku minta secenya cerita malah di kasih foto,1,2026-05-13 23:56:53.000000,negatif,bagus sih bagus ngelek ngelek ya ngulang kalo request gak bener buatin scene dikasih foto bug nya real bug nya ganggu udah memori disitu kehapus gegara bug berulang gak suka secenya cerita kasih foto
makasih. chatGPT sangat membantu,5,2026-05-13 23:48:19.000000,positif,makasih chatgpt membantu
trimakasih,5,2026-05-13 23:45:21.000000,positif,trimakasih
"sangat luar biasa , tapi tolong di tambah lagi perkambannya",5,2026-05-13 23:40:49.000000,positif,tolong perkambannya
sangat bermanfaat,4,2026-05-13 23:23:48.000000,positif,bermanfaat
sukaaaa bangettt🫰😻bisa buat main samaa bisaa bikinn soaall,5,2026-05-13 23:12:53.000000,positif,sukaaaa bangetttbisa main samaa bisaa bikinn soaall
mantaaaap,5,2026-05-13 23:11:45.000000,positif,mantaaaap
bagus banget,5,2026-05-13 23:09:14.000000,positif,bagus banget
bagus,4,2026-05-13 23:00:13.000000,positif,bagus
cuman bug nya masih banyak,5,2026-05-13 22:58:25.000000,positif,cuman bug nya
I like,5,2026-05-13 22:48:21.000000,positif,i like
sangat bagus,5,2026-05-13 22:41:48.000000,positif,bagus
sangat membantu,5,2026-05-13 22:41:38.000000,positif,membantu
mantap,5,2026-05-13 22:35:59.000000,positif,mantap
"Chat gpt kyknya bagian dari hidup gw sih, mempermudah pekerjaan bgt, bantu skripsi, bantu buat cv, bantu buat portofolio, bisa curhat jg, mana masukannya masuk akal smua juga, ini aplikasi wajib dimiliki gen z.",5,2026-05-13 22:33:19.000000,positif,chat gpt kyknya hidup gw sih mempermudah pekerjaan bgt bantu skripsi bantu cv bantu portofolio curhat jg masukannya masuk akal smua aplikasi wajib dimiliki gen z
sangat baik sari pada AI lain,5,2026-05-13 22:32:04.000000,positif,sari ai
makasih ya sudah membantu,5,2026-05-13 22:26:46.000000,positif,makasih ya membantu
sangat bagus,5,2026-05-13 22:21:21.000000,positif,bagus
"aplikasi ini bagus, apa yang kita tidak ketahui kita cari di aplikasi ini akan dijelaskan lengkap dan jelas. terimakasih aplikasi ini sangat-sangat membatu",5,2026-05-13 22:09:26.000000,positif,aplikasi bagus tidak ketahui cari aplikasi lengkap terimakasih aplikasi sangatsangat membatu
mantap,5,2026-05-13 22:08:44.000000,positif,mantap
tolong kembalikan Chat GPT seperti dulu,1,2026-05-13 22:01:36.000000,negatif,tolong kembalikan chat gpt
terimakasih chat Gpt sangat membantu,5,2026-05-13 21:51:28.000000,positif,terimakasih chat gpt membantu
bagus,5,2026-05-13 21:40:28.000000,positif,bagus
karena bagus,5,2026-05-13 21:37:20.000000,positif,bagus
bangus bnget Dan bermanfaat bagi saya,5,2026-05-13 21:22:09.000000,positif,bangus bnget bermanfaat
bagus,4,2026-05-13 21:21:07.000000,positif,bagus
bagus,5,2026-05-13 20:31:10.000000,positif,bagus
susah bngt ngertinya,1,2026-05-13 20:20:36.000000,negatif,susah bngt ngertinya
bgusss,5,2026-05-13 20:01:08.000000,positif,bgusss
aku suka aplikasi ini,5,2026-05-13 19:55:53.000000,positif,suka aplikasi
kenapa gambarnya selalu tidak bisa di save ?,5,2026-05-13 19:47:16.000000,positif,gambarnya tidak save
"semoga versi ini bisa semakin cerdas dan tidak kalah dengan versi terbaru. saya sangat suka dan sudah berlangganan, saya harap yang ini terus dikembangkan",5,2026-05-13 19:47:11.000000,positif,semoga versi cerdas tidak kalah versi terbaru suka berlangganan harap dikembangkan
goodd🌟🌟🌟🌟🌟,5,2026-05-13 19:34:01.000000,positif,goodd
tapi lumayan lama juga yaa nungguin editan ny jadi,5,2026-05-13 19:19:10.000000,positif,lumayan yaa nungguin editan ny
"Keren!, Karena Chatgpt Saya Bisa nanya apa Saja jadi itu doang gua kasih 5 Bintang",5,2026-05-13 18:57:35.000000,positif,keren chatgpt nanya doang gua kasih bintang
keren,5,2026-05-13 18:49:22.000000,positif,keren
keren dan bagus,5,2026-05-13 18:27:00.000000,positif,keren bagus
ok,5,2026-05-13 18:19:15.000000,positif,ok
sangat baik dan sempurna,5,2026-05-13 18:09:24.000000,positif,sempurna
"baguss, baguss bangettttt",5,2026-05-13 18:03:55.000000,positif,baguss baguss bangettttt
Bagus,4,2026-05-13 17:52:20.000000,positif,bagus
Sangat Responsip dan Ramah serta Baik..👍,5,2026-05-13 17:48:08.000000,positif,responsip ramah
semenjak vape rame jadi ngga bisa cari tau tentang vape lagi,1,2026-05-13 17:38:24.000000,negatif,semenjak vape rame ngga cari tau vape
keren banget,5,2026-05-13 17:36:48.000000,positif,keren banget
ok,5,2026-05-13 17:33:44.000000,positif,ok
nice,5,2026-05-13 17:26:13.000000,positif,nice
sangat membantu,5,2026-05-13 17:24:06.000000,positif,membantu
lumayan,3,2026-05-13 17:17:28.000000,netral,lumayan
sangat membantu,5,2026-05-13 17:15:31.000000,positif,membantu
kerennnn dan tidak ribet,5,2026-05-13 17:10:01.000000,positif,kerennnn tidak ribet
"bagus banget sebenernya,tapi kenapa ada limit foto",5,2026-05-13 17:06:52.000000,positif,bagus banget sebenernyatapi limit foto
baguss bangett buat ngerjain tugas,5,2026-05-13 17:06:11.000000,positif,baguss bangett ngerjain tugas
"aplikasi sangat mantap membantu banget pokoknya thebest,ngk perlu kata kata ,hanya butuh bukti nyata",5,2026-05-13 16:56:52.000000,positif,aplikasi mantap membantu banget pokoknya thebestngk butuh bukti nyata
sangat membantu untuk berekreasi..,4,2026-05-13 16:48:55.000000,positif,membantu berekreasi
bagus,5,2026-05-13 16:36:36.000000,positif,bagus
"kali ini aku bikin jadi bintang 2. Karena udah 3 kali Kejadian udah chatan panjang lebar, Seru, Terus udah sekitar sebulan ga chat lagi langsung ilang filenya/obrolannya. giliran yang chatnya dikit doang ga ilang gimana si, kecewa bgt",2,2026-05-13 16:33:17.000000,negatif,kali bikin bintang udah kali kejadian udah chatan lebar seru udah sebulan ga chat langsung ilang filenyaobrolannya giliran chatnya dikit doang ga ilang gimana si kecewa bgt
lop u chat gpt,5,2026-05-13 16:32:15.000000,positif,lop u chat gpt
"bagus,ringkas cepat",4,2026-05-13 16:28:39.000000,positif,bagusringkas cepat
oke,5,2026-05-13 16:15:57.000000,positif,oke
terbantu sekali baik,5,2026-05-13 16:11:20.000000,positif,terbantu
bagus,5,2026-05-13 16:10:25.000000,positif,bagus
"apk ya bagus bangett,suka banget aku dengan apk ini",5,2026-05-13 16:08:31.000000,positif,apk ya bagus bangettsuka banget apk
sangat bagus👍,5,2026-05-13 16:07:28.000000,positif,bagus
terbaik👍💯,5,2026-05-13 16:06:46.000000,positif,terbaik
bagus membantu,5,2026-05-13 16:02:27.000000,positif,bagus membantu
baguss,5,2026-05-13 16:02:22.000000,positif,baguss
sangat membantu,5,2026-05-13 15:58:55.000000,positif,membantu
bagus banget 😭,5,2026-05-13 15:53:53.000000,positif,bagus banget
ni aplikasi yang sangek bagus gampang mau edit apa aja bisa terimakasih🙏,5,2026-05-13 15:50:58.000000,positif,ni aplikasi sangek bagus gampang edit aja terimakasih
Mantap sekali tingkatkan terus,5,2026-05-13 15:48:49.000000,positif,mantap tingkatkan
bagus banget aku suka cerita sama AI satu ini sumpah dia itu kayak teman - bestie virtual akuuu🥹🥹💗💗,5,2026-05-13 15:48:44.000000,positif,bagus banget suka cerita ai sumpah kayak teman bestie virtual akuuu
"Sy seorang pecintai & kolektor koin kuno, dan pda sisi lain,sy ingin.mendptkn hsil dari kegiatan ini. Bu",5,2026-05-13 15:46:23.000000,positif,sy pecintai kolektor koin kuno pda sisi lainsy inginmendptkn hsil kegiatan bu
pas menyajikan foto lambat banget kurang suka karna ya males aja nunggu lama soal nya buru buru,4,2026-05-13 15:43:41.000000,positif,pas menyajikan foto lambat banget kurang suka karna ya males aja nunggu nya buru buru
"sangat bagussss,aku sukaaaa, wajib download sihhhhh kaliann",5,2026-05-13 15:43:32.000000,positif,bagussssaku sukaaaa wajib download sihhhhh kaliann
jelek dan gak nyambung!,1,2026-05-13 15:38:46.000000,negatif,jelek gak nyambung
mntap,5,2026-05-13 15:34:28.000000,positif,mntap
good,5,2026-05-13 15:33:34.000000,positif,good
sangat cocok untuk yang ingin berilmu,5,2026-05-13 15:33:04.000000,positif,cocok berilmu
aplikasi yg sangat membantu dan di rekomendasikan untuk mengetahui banyak hal,5,2026-05-13 15:31:01.000000,positif,aplikasi yg membantu rekomendasikan
